"By default https://www.post.ch/swisspost-tracking?formattedParcelCodes=[code]. You can use [code] as placeholder for the package code.","By default https://www.post.ch/swisspost-tracking?formattedParcelCodes=[code]. You can use [code] as placeholder for the package code."
"SwissPost - Economy","SwissPost - Economy"
"SwissPost - Express","SwissPost - Express"
"SwissPost - Priority","SwissPost - Priority"
"Tracking URL","Tracking URL"
